input_cell_line_name,input_identifier,detected_type,status,SIDM,matched_on,source,CVCL,RRID,ACH,all_aliases
NCI-H2595,SIDM00100,sidm,resolved,SIDM00100,sidm,sanger,,,,NCIH2595; SIDM00100
NCI-H2722,SIDM00099,sidm,resolved,SIDM00099,sidm,sanger,,,,NCIH2722; SIDM00099
NCI-H2731,SIDM00098,sidm,resolved,SIDM00098,sidm,sanger,,,,NCIH2731; SIDM00098
NCI-H2795,SIDM00154,sidm,resolved,SIDM00154,sidm,sanger,,,,NCIH2795; SIDM00154
NCI-H28,SIDM00720,sidm,resolved,SIDM00720,sidm,sanger,,,,NCIH28; SIDM00720
NCI-H2818,SIDM00520,sidm,resolved,SIDM00520,sidm,sanger,,,,NCIH2818; SIDM00520
NCI-H3118,SIDM00517,sidm,resolved,SIDM00517,sidm,sanger,,,,NCIH3118; SIDM00517
NCI-H3122,SIDM00137,sidm,resolved,SIDM00137,sidm,sanger,,,,NCIH3122; SIDM00137
NCI-H322M,SIDM00117,sidm,resolved,SIDM00117,sidm,sanger,,,,NCIH322M; SIDM00117
NCI-H345,SIDM00719,sidm,resolved,SIDM00719,sidm,sanger,,,,NCIH345; SIDM00719
NCI-H358,SIDM00718,sidm,resolved,SIDM00718,sidm,sanger,,,,NCIH358; SIDM00718
NCI-H441,SIDM00925,sidm,resolved,SIDM00925,sidm,sanger,,,,NCIH441; SIDM00925
NCI-H446,SIDM00965,sidm,resolved,SIDM00965,sidm,sanger,,,,NCIH446; SIDM00965
NCI-H513,SIDM00114,sidm,resolved,SIDM00114,sidm,sanger,,,,NCIH513; SIDM00114
NCI-H520,SIDM01130,sidm,resolved,SIDM01130,sidm,sanger,,,,NCIH520; SIDM01130
NCI-H522,SIDM00116,sidm,resolved,SIDM00116,sidm,sanger,,,,NCIH522; SIDM00116
NCI-H524,SIDM01129,sidm,resolved,SIDM01129,sidm,sanger,,,,NCIH524; SIDM01129
NCI-H526,SIDM01128,sidm,resolved,SIDM01128,sidm,sanger,,,,NCIH526; SIDM01128
NCI-H596,SIDM01127,sidm,resolved,SIDM01127,sidm,sanger,,,,NCIH596; SIDM01127
NCI-H64,SIDM01126,sidm,resolved,SIDM01126,sidm,sanger,,,,NCIH64; SIDM01126
NCI-H650,SIDM01124,sidm,resolved,SIDM01124,sidm,sanger,,,,NCIH650; SIDM01124
NCI-H661,SIDM01122,sidm,resolved,SIDM01122,sidm,sanger,,,,NCIH661; SIDM01122
NCI-H69,SIDM01121,sidm,resolved,SIDM01121,sidm,sanger,,,,NCIH69; SIDM01121
NCI-H716,SIDM00779,sidm,resolved,SIDM00779,sidm,sanger,,,,NCIH716; SIDM00779
NCI-H720,SIDM01120,sidm,resolved,SIDM01120,sidm,sanger,,,,NCIH720; SIDM01120
NCI-H727,SIDM01119,sidm,resolved,SIDM01119,sidm,sanger,,,,NCIH727; SIDM01119
NCI-H747,SIDM00778,sidm,resolved,SIDM00778,sidm,sanger,,,,NCIH747; SIDM00778
NCI-H810,SIDM01116,sidm,resolved,SIDM01116,sidm,sanger,,,,NCIH810; SIDM01116
NCI-H82,SIDM01131,sidm,resolved,SIDM01131,sidm,sanger,,,,NCIH82; SIDM01131
NCI-H835,SIDM01133,sidm,resolved,SIDM01133,sidm,sanger,,,,NCIH835; SIDM01133
NCI-H841,SIDM01134,sidm,resolved,SIDM01134,sidm,sanger,,,,NCIH841; SIDM01134
NCI-H847,SIDM01149,sidm,resolved,SIDM01149,sidm,sanger,,,,NCIH847; SIDM01149
NCI-N87,SIDM01147,sidm,resolved,SIDM01147,sidm,sanger,,,,NCIN87; SIDM01147
NEC8,SIDM00243,sidm,resolved,SIDM00243,sidm,sanger,,,,NEC8; SIDM00243
NH-12,SIDM00577,sidm,resolved,SIDM00577,sidm,sanger,,,,NH12; SIDM00577
NKM-1,SIDM00576,sidm,resolved,SIDM00576,sidm,sanger,,,,NKM1; SIDM00576
NOMO-1,SIDM00580,sidm,resolved,SIDM00580,sidm,sanger,,,,NOMO1; SIDM00580
NOS-1,SIDM00242,sidm,resolved,SIDM00242,sidm,sanger,,,,NOS1; SIDM00242
NUGC-3,SIDM00572,sidm,resolved,SIDM00572,sidm,sanger,,,,NUGC3; SIDM00572
NUGC-4,SIDM00570,sidm,resolved,SIDM00570,sidm,sanger,,,,NUGC4; SIDM00570
NY,SIDM00569,sidm,resolved,SIDM00569,sidm,sanger,,,,NY; SIDM00569
OACM5-1,SIDM00444,sidm,resolved,SIDM00444,sidm,sanger,,,,OACM51; SIDM00444
OACp4C,SIDM00445,sidm,resolved,SIDM00445,sidm,sanger,,,,OACP4C; SIDM00445
OAW-28,SIDM00481,sidm,resolved,SIDM00481,sidm,sanger,,,,OAW28; SIDM00481
OAW-42,SIDM00480,sidm,resolved,SIDM00480,sidm,sanger,,,,OAW42; SIDM00480
OC-314,SIDM00220,sidm,resolved,SIDM00220,sidm,sanger,,,,OC314; SIDM00220
OCI-AML2,SIDM00446,sidm,resolved,SIDM00446,sidm,sanger,,,,OCIAML2; SIDM00446
OCI-AML3,SIDM00462,sidm,resolved,SIDM00462,sidm,sanger,,,,OCIAML3; SIDM00462
OCI-AML5,SIDM00461,sidm,resolved,SIDM00461,sidm,sanger,,,,OCIAML5; SIDM00461
OCI-M1,SIDM00458,sidm,resolved,SIDM00458,sidm,sanger,,,,OCIM1; SIDM00458
OCUB-M,SIDM00241,sidm,resolved,SIDM00241,sidm,sanger,,,,OCUBM; SIDM00241
OCUM-1,SIDM00568,sidm,resolved,SIDM00568,sidm,sanger,,,,OCUM1; SIDM00568
OE19,SIDM00479,sidm,resolved,SIDM00479,sidm,sanger,,,,OE19; SIDM00479
OE21,SIDM00478,sidm,resolved,SIDM00478,sidm,sanger,,,,OE21; SIDM00478
OE33,SIDM00477,sidm,resolved,SIDM00477,sidm,sanger,,,,OE33; SIDM00477
ONS-76,SIDM00567,sidm,resolved,SIDM00567,sidm,sanger,,,,ONS76; SIDM00567
OPM-2,SIDM00457,sidm,resolved,SIDM00457,sidm,sanger,,,,OPM2; SIDM00457
OSC-20,SIDM00565,sidm,resolved,SIDM00565,sidm,sanger,,,,OSC20; SIDM00565
OS-RC-2,SIDM00239,sidm,resolved,SIDM00239,sidm,sanger,,,,OSRC2; SIDM00239
OV-56,SIDM00475,sidm,resolved,SIDM00475,sidm,sanger,,,,OV56; SIDM00475
OV-90,SIDM01141,sidm,resolved,SIDM01141,sidm,sanger,,,,OV90; SIDM01141
OVCA420,SIDM00967,sidm,resolved,SIDM00967,sidm,sanger,,,,OVCA420; SIDM00967
OVCAR-3,SIDM00105,sidm,resolved,SIDM00105,sidm,sanger,,,,OVCAR3; SIDM00105
OVCAR-4,SIDM00092,sidm,resolved,SIDM00092,sidm,sanger,,,,OVCAR4; SIDM00092
OVCAR-5,SIDM00091,sidm,resolved,SIDM00091,sidm,sanger,,,,OVCAR5; SIDM00091
OVCAR-8,SIDM00090,sidm,resolved,SIDM00090,sidm,sanger,,,,OVCAR8; SIDM00090
OVISE,SIDM00564,sidm,resolved,SIDM00564,sidm,sanger,,,,OVISE; SIDM00564
OVKATE,SIDM00466,sidm,resolved,SIDM00466,sidm,sanger,,,,OVKATE; SIDM00466
OVMIU,SIDM00465,sidm,resolved,SIDM00465,sidm,sanger,,,,OVMIU; SIDM00465
OVTOKO,SIDM00425,sidm,resolved,SIDM00425,sidm,sanger,,,,OVTOKO; SIDM00425
P12-ICHIKAWA,SIDM00463,sidm,resolved,SIDM00463,sidm,sanger,,,,P12ICHIKAWA; SIDM00463
P30-OHK,SIDM00364,sidm,resolved,SIDM00364,sidm,sanger,,,,P30OHK; SIDM00364
P31-FUJ,SIDM00363,sidm,resolved,SIDM00363,sidm,sanger,,,,P31FUJ; SIDM00363
P32-ISH,SIDM00362,sidm,resolved,SIDM00362,sidm,sanger,,,,P32ISH; SIDM00362
PA-1,SIDM01140,sidm,resolved,SIDM01140,sidm,sanger,,,,PA1; SIDM01140
PANC-02-03,SIDM01139,sidm,resolved,SIDM01139,sidm,sanger,,,,PANC0203; SIDM01139
PANC-03-27,SIDM01138,sidm,resolved,SIDM01138,sidm,sanger,,,,PANC0327; SIDM01138
PANC-04-03,SIDM01137,sidm,resolved,SIDM01137,sidm,sanger,,,,PANC0403; SIDM01137
PANC-08-13,SIDM01136,sidm,resolved,SIDM01136,sidm,sanger,,,,PANC0813; SIDM01136
PANC-10-05,SIDM01135,sidm,resolved,SIDM01135,sidm,sanger,,,,PANC1005; SIDM01135
PA-TU-8902,SIDM00455,sidm,resolved,SIDM00455,sidm,sanger,,,,PATU8902; SIDM00455
PA-TU-8988T,SIDM00453,sidm,resolved,SIDM00453,sidm,sanger,,,,PATU8988T; SIDM00453
PC-14,SIDM00237,sidm,resolved,SIDM00237,sidm,sanger,,,,PC14; SIDM00237
PC-3,SIDM00088,sidm,resolved,SIDM00088,sidm,sanger,,,,PC3; SIDM00088
PCI-30,SIDM00044,sidm,resolved,SIDM00044,sidm,sanger,,,,PCI30; SIDM00044
PEO1,SIDM00472,sidm,resolved,SIDM00472,sidm,sanger,,,,PEO1; SIDM00472
PF-382,SIDM00451,sidm,resolved,SIDM00451,sidm,sanger,,,,PF382; SIDM00451
PFSK-1,SIDM01132,sidm,resolved,SIDM01132,sidm,sanger,,,,PFSK1; SIDM01132
PL18,SIDM00054,sidm,resolved,SIDM00054,sidm,sanger,,,,PL18; SIDM00054
PL4,SIDM00042,sidm,resolved,SIDM00042,sidm,sanger,,,,PL4; SIDM00042
PSN1,SIDM00469,sidm,resolved,SIDM00469,sidm,sanger,,,,PSN1; SIDM00469
PWR-1E,SIDM01114,sidm,resolved,SIDM01114,sidm,sanger,,,,PWR1E; SIDM01114
Raji,SIDM00844,sidm,resolved,SIDM00844,sidm,sanger,,,,RAJI; SIDM00844
Ramos-2G6-4C10,SIDM01247,sidm,resolved,SIDM01247,sidm,sanger,,,,RAMOS2G64C10; SIDM01247
RCC10RGB,SIDM00235,sidm,resolved,SIDM00235,sidm,sanger,,,,RCC10RGB; SIDM00235
RCC-JW,SIDM00817,sidm,resolved,SIDM00817,sidm,sanger,,,,RCCJW; SIDM00817
RC-K8,SIDM00448,sidm,resolved,SIDM00448,sidm,sanger,,,,RCK8; SIDM00448
RCM-1,SIDM00359,sidm,resolved,SIDM00359,sidm,sanger,,,,RCM1; SIDM00359
RD,SIDM00847,sidm,resolved,SIDM00847,sidm,sanger,,,,RD; SIDM00847
REH,SIDM00447,sidm,resolved,SIDM00447,sidm,sanger,,,,REH; SIDM00447
RERF-GC-1B,SIDM00358,sidm,resolved,SIDM00358,sidm,sanger,,,,RERFGC1B; SIDM00358
RERF-LC-KJ,SIDM00356,sidm,resolved,SIDM00356,sidm,sanger,,,,RERFLCKJ; SIDM00356
RERF-LC-Sq1,SIDM00354,sidm,resolved,SIDM00354,sidm,sanger,,,,RERFLCSQ1; SIDM00354
RF-48,SIDM01092,sidm,resolved,SIDM01092,sidm,sanger,,,,RF48; SIDM01092
RH-1,SIDM00427,sidm,resolved,SIDM00427,sidm,sanger,,,,RH1; SIDM00427
RH-41,SIDM00426,sidm,resolved,SIDM00426,sidm,sanger,,,,RH41; SIDM00426
RKN,SIDM00353,sidm,resolved,SIDM00353,sidm,sanger,,,,RKN; SIDM00353
RKO,SIDM01090,sidm,resolved,SIDM01090,sidm,sanger,,,,RKO; SIDM01090
RL95-2,SIDM01088,sidm,resolved,SIDM01088,sidm,sanger,,,,RL952; SIDM01088
RMG-I,SIDM00352,sidm,resolved,SIDM00352,sidm,sanger,,,,RMGI; SIDM00352
RO82-W-1,SIDM00218,sidm,resolved,SIDM00218,sidm,sanger,,,,RO82W1; SIDM00218
RPMI-6666,SIDM00813,sidm,resolved,SIDM00813,sidm,sanger,,,,RPMI6666; SIDM00813
RPMI-7951,SIDM01087,sidm,resolved,SIDM01087,sidm,sanger,,,,RPMI7951; SIDM01087
RPMI-8226,SIDM00087,sidm,resolved,SIDM00087,sidm,sanger,,,,RPMI8226; SIDM00087
RPMI-8402,SIDM00403,sidm,resolved,SIDM00403,sidm,sanger,,,,RPMI8402; SIDM00403
RPMI-8866,SIDM00482,sidm,resolved,SIDM00482,sidm,sanger,,,,RPMI8866; SIDM00482
RS4-11,SIDM01086,sidm,resolved,SIDM01086,sidm,sanger,,,,RS411; SIDM01086
RT-112,SIDM00402,sidm,resolved,SIDM00402,sidm,sanger,,,,RT112; SIDM00402
RT4,SIDM01085,sidm,resolved,SIDM01085,sidm,sanger,,,,RT4; SIDM01085
Saos-2,SIDM01084,sidm,resolved,SIDM01084,sidm,sanger,,,,SAOS2; SIDM01084
SAS,SIDM00351,sidm,resolved,SIDM00351,sidm,sanger,,,,SAS; SIDM00351
SAT,SIDM00350,sidm,resolved,SIDM00350,sidm,sanger,,,,SAT; SIDM00350
SBC-3,SIDM00367,sidm,resolved,SIDM00367,sidm,sanger,,,,SBC3; SIDM00367
SBC-5,SIDM00368,sidm,resolved,SIDM00368,sidm,sanger,,,,SBC5; SIDM00368
SCC-15,SIDM01083,sidm,resolved,SIDM01083,sidm,sanger,,,,SCC15; SIDM01083
SCC-3,SIDM00384,sidm,resolved,SIDM00384,sidm,sanger,,,,SCC3; SIDM00384
SCC-4,SIDM01081,sidm,resolved,SIDM01081,sidm,sanger,,,,SCC4; SIDM01081
SCC-9,SIDM01080,sidm,resolved,SIDM01080,sidm,sanger,,,,SCC9; SIDM01080
SF268,SIDM00085,sidm,resolved,SIDM00085,sidm,sanger,,,,SF268; SIDM00085
SF539,SIDM00083,sidm,resolved,SIDM00083,sidm,sanger,,,,SF539; SIDM00083
SH-4,SIDM01079,sidm,resolved,SIDM01079,sidm,sanger,,,,SH4; SIDM01079
SHP-77,SIDM01078,sidm,resolved,SIDM01078,sidm,sanger,,,,SHP77; SIDM01078
SiHa,SIDM01093,sidm,resolved,SIDM01093,sidm,sanger,,,,SIDM01093; SIHA
SIMA,SIDM00395,sidm,resolved,SIDM00395,sidm,sanger,,,,SIDM00395; SIMA
SISO,SIDM00394,sidm,resolved,SIDM00394,sidm,sanger,,,,SIDM00394; SISO
SJRH30,SIDM01095,sidm,resolved,SIDM01095,sidm,sanger,,,,SIDM01095; SJRH30
SJSA-1,SIDM01112,sidm,resolved,SIDM01112,sidm,sanger,,,,SIDM01112; SJSA1
SK-CO-1,SIDM01096,sidm,resolved,SIDM01096,sidm,sanger,,,,SIDM01096; SKCO1
SK-ES-1,SIDM01111,sidm,resolved,SIDM01111,sidm,sanger,,,,SIDM01111; SKES1
SKG-IIIa,SIDM00381,sidm,resolved,SIDM00381,sidm,sanger,,,,SIDM00381; SKGIIIA
SK-GT-2,SIDM00393,sidm,resolved,SIDM00393,sidm,sanger,,,,SIDM00393; SKGT2
SK-GT-4,SIDM00483,sidm,resolved,SIDM00483,sidm,sanger,,,,SIDM00483; SKGT4
SK-HEP-1,SIDM01110,sidm,resolved,SIDM01110,sidm,sanger,,,,SIDM01110; SKHEP1
SK-LMS-1,SIDM01109,sidm,resolved,SIDM01109,sidm,sanger,,,,SIDM01109; SKLMS1
SK-LU-1,SIDM01108,sidm,resolved,SIDM01108,sidm,sanger,,,,SIDM01108; SKLU1
SK-MEL-1,SIDM01107,sidm,resolved,SIDM01107,sidm,sanger,,,,SIDM01107; SKMEL1
SK-MEL-2,SIDM00082,sidm,resolved,SIDM00082,sidm,sanger,,,,SIDM00082; SKMEL2
SK-MEL-24,SIDM01106,sidm,resolved,SIDM01106,sidm,sanger,,,,SIDM01106; SKMEL24
SK-MES-1,SIDM01103,sidm,resolved,SIDM01103,sidm,sanger,,,,SIDM01103; SKMES1
SK-MG-1,SIDM00379,sidm,resolved,SIDM00379,sidm,sanger,,,,SIDM00379; SKMG1
SK-MM-2,SIDM00391,sidm,resolved,SIDM00391,sidm,sanger,,,,SIDM00391; SKMM2
SKN,SIDM00377,sidm,resolved,SIDM00377,sidm,sanger,,,,SIDM00377; SKN
SKN-3,SIDM00375,sidm,resolved,SIDM00375,sidm,sanger,,,,SIDM00375; SKN3
SK-N-AS,SIDM01101,sidm,resolved,SIDM01101,sidm,sanger,,,,SIDM01101; SKNAS
SK-N-DZ,SIDM01100,sidm,resolved,SIDM01100,sidm,sanger,,,,SIDM01100; SKNDZ
SK-N-FI,SIDM01099,sidm,resolved,SIDM01099,sidm,sanger,,,,SIDM01099; SKNFI
SK-N-SH,SIDM01098,sidm,resolved,SIDM01098,sidm,sanger,,,,SIDM01098; SKNSH
SK-OV-3,SIDM00079,sidm,resolved,SIDM00079,sidm,sanger,,,,SIDM00079; SKOV3
SK-PN-DW,SIDM01097,sidm,resolved,SIDM01097,sidm,sanger,,,,SIDM01097; SKPNDW
SK-UT-1,SIDM01113,sidm,resolved,SIDM01113,sidm,sanger,,,,SIDM01113; SKUT1
SLVL,SIDM00374,sidm,resolved,SIDM00374,sidm,sanger,,,,SIDM00374; SLVL
SN12C,SIDM00094,sidm,resolved,SIDM00094,sidm,sanger,,,,SIDM00094; SN12C
SNG-M,SIDM00373,sidm,resolved,SIDM00373,sidm,sanger,,,,SIDM00373; SNGM
SNU-1,SIDM01146,sidm,resolved,SIDM01146,sidm,sanger,,,,SIDM01146; SNU1
SNU-16,SIDM01145,sidm,resolved,SIDM01145,sidm,sanger,,,,SIDM01145; SNU16
SNU-175,SIDM00216,sidm,resolved,SIDM00216,sidm,sanger,,,,SIDM00216; SNU175
SNU-182,SIDM01151,sidm,resolved,SIDM01151,sidm,sanger,,,,SIDM01151; SNU182
SNU-387,SIDM01180,sidm,resolved,SIDM01180,sidm,sanger,,,,SIDM01180; SNU387
SNU-398,SIDM01181,sidm,resolved,SIDM01181,sidm,sanger,,,,SIDM01181; SNU398
SNU-407,SIDM00214,sidm,resolved,SIDM00214,sidm,sanger,,,,SIDM00214; SNU407
SNU-423,SIDM01199,sidm,resolved,SIDM01199,sidm,sanger,,,,SIDM01199; SNU423
SNU-449,SIDM01194,sidm,resolved,SIDM01194,sidm,sanger,,,,SIDM01194; SNU449
SNU-5,SIDM01144,sidm,resolved,SIDM01144,sidm,sanger,,,,SIDM01144; SNU5
SNU-61,SIDM00194,sidm,resolved,SIDM00194,sidm,sanger,,,,SIDM00194; SNU61
SNU-C1,SIDM01197,sidm,resolved,SIDM01197,sidm,sanger,,,,SIDM01197; SNUC1
SNU-C2B,SIDM00781,sidm,resolved,SIDM00781,sidm,sanger,,,,SIDM00781; SNUC2B
SNU-C5,SIDM00498,sidm,resolved,SIDM00498,sidm,sanger,,,,SIDM00498; SNUC5
SR,SIDM00096,sidm,resolved,SIDM00096,sidm,sanger,,,,SIDM00096; SR
ST486,SIDM01198,sidm,resolved,SIDM01198,sidm,sanger,,,,SIDM01198; ST486
SU8686,SIDM01188,sidm,resolved,SIDM01188,sidm,sanger,,,,SIDM01188; SU8686
SU-DHL-10,SIDM00389,sidm,resolved,SIDM00389,sidm,sanger,,,,SIDM00389; SUDHL10
SU-DHL-5,SIDM00406,sidm,resolved,SIDM00406,sidm,sanger,,,,SIDM00406; SUDHL5
SU-DHL-6,SIDM00407,sidm,resolved,SIDM00407,sidm,sanger,,,,SIDM00407; SUDHL6
SU-DHL-8,SIDM00423,sidm,resolved,SIDM00423,sidm,sanger,,,,SIDM00423; SUDHL8
SUIT-2,SIDM00371,sidm,resolved,SIDM00371,sidm,sanger,,,,SIDM00371; SUIT2
SUP-B15,SIDM01176,sidm,resolved,SIDM01176,sidm,sanger,,,,SIDM01176; SUPB15
SUP-HD1,SIDM00422,sidm,resolved,SIDM00422,sidm,sanger,,,,SIDM00422; SUPHD1
SUP-M2,SIDM00421,sidm,resolved,SIDM00421,sidm,sanger,,,,SIDM00421; SUPM2
SUP-T1,SIDM01154,sidm,resolved,SIDM01154,sidm,sanger,,,,SIDM01154; SUPT1
SW1088,SIDM01155,sidm,resolved,SIDM01155,sidm,sanger,,,,SIDM01155; SW1088
SW1116,SIDM00835,sidm,resolved,SIDM00835,sidm,sanger,,,,SIDM00835; SW1116
SW1271,SIDM01156,sidm,resolved,SIDM01156,sidm,sanger,,,,SIDM01156; SW1271
SW13,SIDM00814,sidm,resolved,SIDM00814,sidm,sanger,,,,SIDM00814; SW13
SW1417,SIDM00812,sidm,resolved,SIDM00812,sidm,sanger,,,,SIDM00812; SW1417
SW1463,SIDM00834,sidm,resolved,SIDM00834,sidm,sanger,,,,SIDM00834; SW1463
SW1573,SIDM01163,sidm,resolved,SIDM01163,sidm,sanger,,,,SIDM01163; SW1573
SW1710,SIDM00420,sidm,resolved,SIDM00420,sidm,sanger,,,,SIDM00420; SW1710
SW1783,SIDM01164,sidm,resolved,SIDM01164,sidm,sanger,,,,SIDM01164; SW1783
SW1990,SIDM01165,sidm,resolved,SIDM01165,sidm,sanger,,,,SIDM01165; SW1990
SW48,SIDM00837,sidm,resolved,SIDM00837,sidm,sanger,,,,SIDM00837; SW48
SW620,SIDM00841,sidm,resolved,SIDM00841,sidm,sanger,,,,SIDM00841; SW620
SW626,SIDM01168,sidm,resolved,SIDM01168,sidm,sanger,,,,SIDM01168; SW626
SW684,SIDM01175,sidm,resolved,SIDM01175,sidm,sanger,,,,SIDM01175; SW684
SW756,SIDM01174,sidm,resolved,SIDM01174,sidm,sanger,,,,SIDM01174; SW756
SW780,SIDM01160,sidm,resolved,SIDM01160,sidm,sanger,,,,SIDM01160; SW780
SW837,SIDM00833,sidm,resolved,SIDM00833,sidm,sanger,,,,SIDM00833; SW837
SW872,SIDM01159,sidm,resolved,SIDM01159,sidm,sanger,,,,SIDM01159; SW872
SW900,SIDM01158,sidm,resolved,SIDM01158,sidm,sanger,,,,SIDM01158; SW900
SW948,SIDM00832,sidm,resolved,SIDM00832,sidm,sanger,,,,SIDM00832; SW948
SW982,SIDM01161,sidm,resolved,SIDM01161,sidm,sanger,,,,SIDM01161; SW982
T47D,SIDM00097,sidm,resolved,SIDM00097,sidm,sanger,,,,SIDM00097; T47D
T84,SIDM00782,sidm,resolved,SIDM00782,sidm,sanger,,,,SIDM00782; T84
T98G,SIDM01171,sidm,resolved,SIDM01171,sidm,sanger,,,,SIDM01171; T98G
TC-71,SIDM00419,sidm,resolved,SIDM00419,sidm,sanger,,,,SIDM00419; TC71
TCCSUP,SIDM01190,sidm,resolved,SIDM01190,sidm,sanger,,,,SIDM01190; TCCSUP
TC-YIK,SIDM00234,sidm,resolved,SIDM00234,sidm,sanger,,,,SIDM00234; TCYIK
TE-1,SIDM00369,sidm,resolved,SIDM00369,sidm,sanger,,,,SIDM00369; TE1
TE-15,SIDM00249,sidm,resolved,SIDM00249,sidm,sanger,,,,SIDM00249; TE15
TE-4,SIDM00250,sidm,resolved,SIDM00250,sidm,sanger,,,,SIDM00250; TE4
TE-5,SIDM00347,sidm,resolved,SIDM00347,sidm,sanger,,,,SIDM00347; TE5
TE-6,SIDM00328,sidm,resolved,SIDM00328,sidm,sanger,,,,SIDM00328; TE6
TE-8,SIDM00326,sidm,resolved,SIDM00326,sidm,sanger,,,,SIDM00326; TE8
TE-9,SIDM00325,sidm,resolved,SIDM00325,sidm,sanger,,,,SIDM00325; TE9
TGBC11TKB,SIDM00251,sidm,resolved,SIDM00251,sidm,sanger,,,,SIDM00251; TGBC11TKB
TGBC1TKB,SIDM00252,sidm,resolved,SIDM00252,sidm,sanger,,,,SIDM00252; TGBC1TKB
TGBC24TKB,SIDM00267,sidm,resolved,SIDM00267,sidm,sanger,,,,SIDM00267; TGBC24TKB
TGW,SIDM00324,sidm,resolved,SIDM00324,sidm,sanger,,,,SIDM00324; TGW
TK,SIDM00323,sidm,resolved,SIDM00323,sidm,sanger,,,,SIDM00323; TK
TK10,SIDM00113,sidm,resolved,SIDM00113,sidm,sanger,,,,SIDM00113; TK10
TOV-112D,SIDM01170,sidm,resolved,SIDM01170,sidm,sanger,,,,SIDM01170; TOV112D
TOV-21G,SIDM01169,sidm,resolved,SIDM01169,sidm,sanger,,,,SIDM01169; TOV21G
TT,SIDM00484,sidm,resolved,SIDM00484,sidm,sanger,,,,SIDM00484; TT
T-T,SIDM00322,sidm,resolved,SIDM00322,sidm,sanger,,,,SIDM00322
TT2609-C02,SIDM00418,sidm,resolved,SIDM00418,sidm,sanger,,,,SIDM00418; TT2609C02
TUR,SIDM01205,sidm,resolved,SIDM01205,sidm,sanger,,,,SIDM01205; TUR
TYK-nu,SIDM00321,sidm,resolved,SIDM00321,sidm,sanger,,,,SIDM00321; TYKNU
U-118-MG,SIDM01193,sidm,resolved,SIDM01193,sidm,sanger,,,,SIDM01193; U118MG
U251,SIDM00111,sidm,resolved,SIDM00111,sidm,sanger,,,,SIDM00111; U251
U-266,SIDM00417,sidm,resolved,SIDM00417,sidm,sanger,,,,SIDM00417; U266
U-2-OS,SIDM01191,sidm,resolved,SIDM01191,sidm,sanger,,,,SIDM01191; U2OS
U-698-M,SIDM00424,sidm,resolved,SIDM00424,sidm,sanger,,,,SIDM00424; U698M
U-87-MG,SIDM01189,sidm,resolved,SIDM01189,sidm,sanger,,,,SIDM01189; U87MG
UACC-257,SIDM00108,sidm,resolved,SIDM00108,sidm,sanger,,,,SIDM00108; UACC257
UACC-62,SIDM00107,sidm,resolved,SIDM00107,sidm,sanger,,,,SIDM00107; UACC62
UACC-812,SIDM01187,sidm,resolved,SIDM01187,sidm,sanger,,,,SIDM01187; UACC812
UACC-893,SIDM01186,sidm,resolved,SIDM01186,sidm,sanger,,,,SIDM01186; UACC893
UMC-11,SIDM01183,sidm,resolved,SIDM01183,sidm,sanger,,,,SIDM01183; UMC11
UM-UC-3,SIDM01182,sidm,resolved,SIDM01182,sidm,sanger,,,,SIDM01182; UMUC3
VA-ES-BJ,SIDM01179,sidm,resolved,SIDM01179,sidm,sanger,,,,SIDM01179; VAESBJ
VAL,SIDM00416,sidm,resolved,SIDM00416,sidm,sanger,,,,SIDM00416; VAL
VCaP,SIDM01077,sidm,resolved,SIDM01077,sidm,sanger,,,,SIDM01077; VCAP
VM-CUB-1,SIDM00414,sidm,resolved,SIDM00414,sidm,sanger,,,,SIDM00414; VMCUB1
VMRC-LCD,SIDM00320,sidm,resolved,SIDM00320,sidm,sanger,,,,SIDM00320; VMRCLCD
VMRC-RCZ,SIDM00317,sidm,resolved,SIDM00317,sidm,sanger,,,,SIDM00317; VMRCRCZ
WIL2-NS,SIDM01102,sidm,resolved,SIDM01102,sidm,sanger,,,,SIDM01102; WIL2NS
WM-115,SIDM01000,sidm,resolved,SIDM01000,sidm,sanger,,,,SIDM01000; WM115
WM1552C,SIDM00976,sidm,resolved,SIDM00976,sidm,sanger,,,,SIDM00976; WM1552C
WM278,SIDM00975,sidm,resolved,SIDM00975,sidm,sanger,,,,SIDM00975; WM278
WM35,SIDM00974,sidm,resolved,SIDM00974,sidm,sanger,,,,SIDM00974; WM35
WM793B,SIDM00973,sidm,resolved,SIDM00973,sidm,sanger,,,,SIDM00973; WM793B
WSU-DLCL2,SIDM00413,sidm,resolved,SIDM00413,sidm,sanger,,,,SIDM00413; WSUDLCL2
WSU-NHL,SIDM00412,sidm,resolved,SIDM00412,sidm,sanger,,,,SIDM00412; WSUNHL
YAPC,SIDM00411,sidm,resolved,SIDM00411,sidm,sanger,,,,SIDM00411; YAPC
YH-13,SIDM00316,sidm,resolved,SIDM00316,sidm,sanger,,,,SIDM00316; YH13
YT,SIDM00410,sidm,resolved,SIDM00410,sidm,sanger,,,,SIDM00410; YT
ZR-75-30,SIDM00971,sidm,resolved,SIDM00971,sidm,sanger,,,,SIDM00971; ZR7530
