tissue,cell_line,drug_name_A,drug_name_B,synergy
Breast,HCC1954,Trametinib,Navitoclax,1
Breast,HCC2157,Trametinib,Navitoclax,1
Breast,HCC38,Trametinib,Navitoclax,1
Breast,HCC70,Trametinib,Navitoclax,1
Breast,HDQ-P1,Trametinib,Navitoclax,1
Breast,HS-578-T,Trametinib,Navitoclax,1
Breast,JIMT-1,Trametinib,Navitoclax,1
Breast,MCF7,Trametinib,Navitoclax,1
Breast,MDA-MB-157,Trametinib,Navitoclax,0
Breast,MDA-MB-175-VII,Trametinib,Navitoclax,1
Breast,MDA-MB-231,Trametinib,Navitoclax,0
Breast,MDA-MB-361,Trametinib,Navitoclax,1
Breast,MDA-MB-415,Trametinib,Navitoclax,1
Breast,MDA-MB-436,Trametinib,Navitoclax,0
Breast,MDA-MB-453,Trametinib,Navitoclax,0
Breast,MFM-223,Trametinib,Navitoclax,1
Breast,MRK-NU-1,Trametinib,Navitoclax,0
Breast,T47D,Trametinib,Navitoclax,1
Breast,UACC-812,Trametinib,Navitoclax,1
Breast,ZR-75-30,Trametinib,Navitoclax,0
Breast,AU565,Lapatinib,Navitoclax,1
Breast,BT-20,Lapatinib,Navitoclax,1
Breast,BT-474,Lapatinib,Navitoclax,1
Breast,BT-483,Lapatinib,Navitoclax,0
Breast,BT-549,Lapatinib,Navitoclax,0
Breast,CAL-120,Lapatinib,Navitoclax,1
Breast,CAL-148,Lapatinib,Navitoclax,1
Breast,CAL-51,Lapatinib,Navitoclax,0
Breast,CAL-85-1,Lapatinib,Navitoclax,1
Breast,CAMA-1,Lapatinib,Navitoclax,1
Breast,COLO-824,Lapatinib,Navitoclax,1
Breast,DU-4475,Lapatinib,Navitoclax,1
Breast,EFM-19,Lapatinib,Navitoclax,1
Breast,EFM-192A,Lapatinib,Navitoclax,1
Breast,EVSA-T,Lapatinib,Navitoclax,1
Breast,HCC1143,Lapatinib,Navitoclax,0
Breast,HCC1187,Lapatinib,Navitoclax,1
Breast,HCC1395,Lapatinib,Navitoclax,1
Breast,HCC1419,Lapatinib,Navitoclax,1
Breast,HCC1428,Lapatinib,Navitoclax,1
Breast,HCC1500,Lapatinib,Navitoclax,1
Breast,HCC1806,Lapatinib,Navitoclax,1
Breast,HCC1937,Lapatinib,Navitoclax,0
Breast,HCC1954,Lapatinib,Navitoclax,1
Breast,HCC2157,Lapatinib,Navitoclax,1
Breast,HCC38,Lapatinib,Navitoclax,1
Breast,HCC70,Lapatinib,Navitoclax,1
Breast,HDQ-P1,Lapatinib,Navitoclax,1
Breast,HS-578-T,Lapatinib,Navitoclax,1
Breast,JIMT-1,Lapatinib,Navitoclax,1
Breast,MCF7,Lapatinib,Navitoclax,1
Breast,MDA-MB-157,Lapatinib,Navitoclax,0
Breast,MDA-MB-175-VII,Lapatinib,Navitoclax,1
Breast,MDA-MB-231,Lapatinib,Navitoclax,1
Breast,MDA-MB-361,Lapatinib,Navitoclax,1
Breast,MDA-MB-415,Lapatinib,Navitoclax,0
Breast,MDA-MB-436,Lapatinib,Navitoclax,0
Breast,MDA-MB-453,Lapatinib,Navitoclax,0
Breast,MFM-223,Lapatinib,Navitoclax,1
Breast,MRK-NU-1,Lapatinib,Navitoclax,0
Breast,T47D,Lapatinib,Navitoclax,1
Breast,UACC-812,Lapatinib,Navitoclax,1
Breast,ZR-75-30,Lapatinib,Navitoclax,1
Breast,AU565,Taselisib,Navitoclax,0
Breast,BT-20,Taselisib,Navitoclax,1
Breast,BT-474,Taselisib,Navitoclax,1
Breast,BT-483,Taselisib,Navitoclax,0
Breast,BT-549,Taselisib,Navitoclax,0
Breast,CAL-120,Taselisib,Navitoclax,1
Breast,CAL-148,Taselisib,Navitoclax,1
Breast,CAL-51,Taselisib,Navitoclax,1
Breast,CAL-85-1,Taselisib,Navitoclax,1
Breast,CAMA-1,Taselisib,Navitoclax,0
Breast,COLO-824,Taselisib,Navitoclax,1
Breast,DU-4475,Taselisib,Navitoclax,0
Breast,EFM-19,Taselisib,Navitoclax,1
Breast,EFM-192A,Taselisib,Navitoclax,1
Breast,EVSA-T,Taselisib,Navitoclax,0
Breast,HCC1143,Taselisib,Navitoclax,1
Breast,HCC1187,Taselisib,Navitoclax,1
Breast,HCC1395,Taselisib,Navitoclax,1
Breast,HCC1419,Taselisib,Navitoclax,1
Breast,HCC1428,Taselisib,Navitoclax,0
Breast,HCC1500,Taselisib,Navitoclax,1
Breast,HCC1806,Taselisib,Navitoclax,1
Breast,HCC1937,Taselisib,Navitoclax,0
Breast,HCC1954,Taselisib,Navitoclax,1
Breast,HCC2157,Taselisib,Navitoclax,1
Breast,HCC38,Taselisib,Navitoclax,1
Breast,HCC70,Taselisib,Navitoclax,1
Breast,HDQ-P1,Taselisib,Navitoclax,1
Breast,HS-578-T,Taselisib,Navitoclax,1
Breast,JIMT-1,Taselisib,Navitoclax,1
Breast,MCF7,Taselisib,Navitoclax,1
Breast,MDA-MB-157,Taselisib,Navitoclax,0
Breast,MDA-MB-175-VII,Taselisib,Navitoclax,1
Breast,MDA-MB-231,Taselisib,Navitoclax,0
Breast,MDA-MB-361,Taselisib,Navitoclax,1
Breast,MDA-MB-415,Taselisib,Navitoclax,1
Breast,MDA-MB-436,Taselisib,Navitoclax,0
Breast,MDA-MB-453,Taselisib,Navitoclax,1
Breast,MFM-223,Taselisib,Navitoclax,1
Breast,MRK-NU-1,Taselisib,Navitoclax,1
Breast,T47D,Taselisib,Navitoclax,1
Breast,UACC-812,Taselisib,Navitoclax,1
Breast,ZR-75-30,Taselisib,Navitoclax,1
Breast,AU565,Trametinib,Olaparib,0
Breast,BT-20,Trametinib,Olaparib,1
Breast,BT-474,Trametinib,Olaparib,0
Breast,BT-483,Trametinib,Olaparib,0
Breast,BT-549,Trametinib,Olaparib,0
Breast,CAL-120,Trametinib,Olaparib,1
Breast,CAL-148,Trametinib,Olaparib,0
Breast,CAL-51,Trametinib,Olaparib,1
Breast,CAL-85-1,Trametinib,Olaparib,1
Breast,CAMA-1,Trametinib,Olaparib,1
Breast,COLO-824,Trametinib,Olaparib,0
Breast,DU-4475,Trametinib,Olaparib,1
Breast,EFM-19,Trametinib,Olaparib,0
Breast,EFM-192A,Trametinib,Olaparib,1
Breast,EVSA-T,Trametinib,Olaparib,1
Breast,HCC1143,Trametinib,Olaparib,1
Breast,HCC1187,Trametinib,Olaparib,1
Breast,HCC1395,Trametinib,Olaparib,0
Breast,HCC1419,Trametinib,Olaparib,0
Breast,HCC1428,Trametinib,Olaparib,0
Breast,HCC1500,Trametinib,Olaparib,0
Breast,HCC1806,Trametinib,Olaparib,1
Breast,HCC1937,Trametinib,Olaparib,1
Breast,HCC1954,Trametinib,Olaparib,0
Breast,HCC2157,Trametinib,Olaparib,0
Breast,HCC38,Trametinib,Olaparib,0
Breast,HCC70,Trametinib,Olaparib,1
Breast,HDQ-P1,Trametinib,Olaparib,0
Breast,HS-578-T,Trametinib,Olaparib,0
Breast,JIMT-1,Trametinib,Olaparib,1
Breast,MCF7,Trametinib,Olaparib,0
Breast,MDA-MB-157,Trametinib,Olaparib,0
Breast,MDA-MB-175-VII,Trametinib,Olaparib,0
Breast,MDA-MB-231,Trametinib,Olaparib,0
Breast,MDA-MB-361,Trametinib,Olaparib,0
Breast,MDA-MB-415,Trametinib,Olaparib,0
Breast,MDA-MB-436,Trametinib,Olaparib,1
Breast,MDA-MB-453,Trametinib,Olaparib,0
Breast,MDA-MB-468,Trametinib,Olaparib,0
Breast,MFM-223,Trametinib,Olaparib,0
Breast,MRK-NU-1,Trametinib,Olaparib,0
Breast,OCUB-M,Trametinib,Olaparib,0
Breast,T47D,Trametinib,Olaparib,0
Breast,UACC-812,Trametinib,Olaparib,0
Breast,ZR-75-30,Trametinib,Olaparib,0
Breast,AU565,Taselisib,Olaparib,0
Breast,BT-20,Taselisib,Olaparib,1
Breast,BT-474,Taselisib,Olaparib,0
Breast,BT-483,Taselisib,Olaparib,0
Breast,BT-549,Taselisib,Olaparib,1
Breast,CAL-120,Taselisib,Olaparib,1
Breast,CAL-148,Taselisib,Olaparib,1
Breast,CAL-51,Taselisib,Olaparib,1
Breast,CAL-85-1,Taselisib,Olaparib,0
Breast,CAMA-1,Taselisib,Olaparib,1
Breast,COLO-824,Taselisib,Olaparib,0
Breast,DU-4475,Taselisib,Olaparib,1
Breast,EFM-19,Taselisib,Olaparib,1
Breast,EFM-192A,Taselisib,Olaparib,1
Breast,EVSA-T,Taselisib,Olaparib,0
Breast,HCC1143,Taselisib,Olaparib,0
Breast,HCC1187,Taselisib,Olaparib,0
Breast,HCC1395,Taselisib,Olaparib,0
Breast,HCC1419,Taselisib,Olaparib,1
Breast,HCC1428,Taselisib,Olaparib,0
Breast,HCC1500,Taselisib,Olaparib,0
Breast,HCC1806,Taselisib,Olaparib,0
Breast,HCC1937,Taselisib,Olaparib,1
Breast,HCC1954,Taselisib,Olaparib,1
Breast,HCC2157,Taselisib,Olaparib,1
Breast,HCC38,Taselisib,Olaparib,1
Breast,HCC70,Taselisib,Olaparib,0
Breast,HDQ-P1,Taselisib,Olaparib,0
Breast,HS-578-T,Taselisib,Olaparib,1
Breast,JIMT-1,Taselisib,Olaparib,1
Breast,MCF7,Taselisib,Olaparib,1
Breast,MDA-MB-157,Taselisib,Olaparib,0
Breast,MDA-MB-175-VII,Taselisib,Olaparib,1
Breast,MDA-MB-231,Taselisib,Olaparib,0
Breast,MDA-MB-361,Taselisib,Olaparib,1
Breast,MDA-MB-415,Taselisib,Olaparib,0
Breast,MDA-MB-436,Taselisib,Olaparib,0
Breast,MDA-MB-453,Taselisib,Olaparib,1
Breast,MDA-MB-468,Taselisib,Olaparib,0
Breast,MFM-223,Taselisib,Olaparib,1
Breast,MRK-NU-1,Taselisib,Olaparib,1
Breast,OCUB-M,Taselisib,Olaparib,1
Breast,T47D,Taselisib,Olaparib,1
Breast,UACC-812,Taselisib,Olaparib,1
Breast,ZR-75-30,Taselisib,Olaparib,0
Breast,AU565,Navitoclax,Axitinib,1
Breast,BT-20,Navitoclax,Axitinib,1
Breast,BT-474,Navitoclax,Axitinib,1
Breast,BT-483,Navitoclax,Axitinib,1
Breast,BT-549,Navitoclax,Axitinib,1
Breast,CAL-120,Navitoclax,Axitinib,1
Breast,CAL-148,Navitoclax,Axitinib,1
Breast,CAL-51,Navitoclax,Axitinib,1
Breast,CAL-85-1,Navitoclax,Axitinib,1
Breast,CAMA-1,Navitoclax,Axitinib,1
Breast,COLO-824,Navitoclax,Axitinib,1
Breast,DU-4475,Navitoclax,Axitinib,1
Breast,EFM-19,Navitoclax,Axitinib,1
Breast,EFM-192A,Navitoclax,Axitinib,1
Breast,EVSA-T,Navitoclax,Axitinib,1
Breast,HCC1143,Navitoclax,Axitinib,0
Breast,HCC1187,Navitoclax,Axitinib,1
Breast,HCC1395,Navitoclax,Axitinib,1
Breast,HCC1419,Navitoclax,Axitinib,0
Breast,HCC1428,Navitoclax,Axitinib,1
Breast,HCC1500,Navitoclax,Axitinib,1
Breast,HCC1806,Navitoclax,Axitinib,1
Breast,HCC1937,Navitoclax,Axitinib,1
Breast,HCC1954,Navitoclax,Axitinib,1
Breast,HCC2157,Navitoclax,Axitinib,1
Breast,HCC38,Navitoclax,Axitinib,1
Breast,HCC70,Navitoclax,Axitinib,1
Breast,HDQ-P1,Navitoclax,Axitinib,1
Breast,HS-578-T,Navitoclax,Axitinib,1
Breast,JIMT-1,Navitoclax,Axitinib,1
Breast,MCF7,Navitoclax,Axitinib,1
Breast,MDA-MB-157,Navitoclax,Axitinib,1
Breast,MDA-MB-175-VII,Navitoclax,Axitinib,1
Breast,MDA-MB-231,Navitoclax,Axitinib,1
Breast,MDA-MB-361,Navitoclax,Axitinib,1
Breast,MDA-MB-415,Navitoclax,Axitinib,1
Breast,MDA-MB-436,Navitoclax,Axitinib,1
Breast,MDA-MB-453,Navitoclax,Axitinib,1
Breast,MDA-MB-468,Navitoclax,Axitinib,1
Breast,MFM-223,Navitoclax,Axitinib,1
Breast,MRK-NU-1,Navitoclax,Axitinib,1
Breast,OCUB-M,Navitoclax,Axitinib,1
Breast,T47D,Navitoclax,Axitinib,1
Breast,UACC-812,Navitoclax,Axitinib,1
Breast,ZR-75-30,Navitoclax,Axitinib,1
Breast,AU565,Navitoclax,Afatinib,1
Breast,BT-20,Navitoclax,Afatinib,1
Breast,BT-474,Navitoclax,Afatinib,1
Breast,BT-483,Navitoclax,Afatinib,1
Breast,BT-549,Navitoclax,Afatinib,0
Breast,CAL-120,Navitoclax,Afatinib,1
Breast,CAL-148,Navitoclax,Afatinib,1
Breast,CAL-51,Navitoclax,Afatinib,1
Breast,CAL-85-1,Navitoclax,Afatinib,1
Breast,CAMA-1,Navitoclax,Afatinib,1
Breast,COLO-824,Navitoclax,Afatinib,1
Breast,DU-4475,Navitoclax,Afatinib,1
Breast,EFM-19,Navitoclax,Afatinib,1
Breast,EFM-192A,Navitoclax,Afatinib,1
Breast,EVSA-T,Navitoclax,Afatinib,1
Breast,HCC1143,Navitoclax,Afatinib,0
Breast,HCC1187,Navitoclax,Afatinib,0
Breast,HCC1395,Navitoclax,Afatinib,1
Breast,HCC1419,Navitoclax,Afatinib,1
Breast,HCC1428,Navitoclax,Afatinib,1
Breast,HCC1500,Navitoclax,Afatinib,0
Breast,HCC1806,Navitoclax,Afatinib,1
Breast,HCC1937,Navitoclax,Afatinib,1
Breast,HCC1954,Navitoclax,Afatinib,1
Breast,HCC2157,Navitoclax,Afatinib,1
Breast,HCC38,Navitoclax,Afatinib,1
Breast,HCC70,Navitoclax,Afatinib,1
Breast,HDQ-P1,Navitoclax,Afatinib,1
Breast,HS-578-T,Navitoclax,Afatinib,1
Breast,JIMT-1,Navitoclax,Afatinib,1
Breast,MCF7,Navitoclax,Afatinib,1
Breast,MDA-MB-157,Navitoclax,Afatinib,1
Breast,MDA-MB-175-VII,Navitoclax,Afatinib,1
Breast,MDA-MB-231,Navitoclax,Afatinib,1
Breast,MDA-MB-361,Navitoclax,Afatinib,1
Breast,MDA-MB-415,Navitoclax,Afatinib,1
Breast,MDA-MB-436,Navitoclax,Afatinib,1
Breast,MDA-MB-453,Navitoclax,Afatinib,0
Breast,MDA-MB-468,Navitoclax,Afatinib,1
Breast,MFM-223,Navitoclax,Afatinib,1
Breast,MRK-NU-1,Navitoclax,Afatinib,0
Breast,OCUB-M,Navitoclax,Afatinib,1
Breast,T47D,Navitoclax,Afatinib,1
Breast,UACC-812,Navitoclax,Afatinib,1
Breast,ZR-75-30,Navitoclax,Afatinib,1
Breast,AU565,Trametinib,Afatinib,1
Breast,BT-20,Trametinib,Afatinib,1
Breast,BT-474,Trametinib,Afatinib,1
Breast,BT-483,Trametinib,Afatinib,0
Breast,BT-549,Trametinib,Afatinib,0
Breast,CAL-120,Trametinib,Afatinib,1
Breast,CAL-148,Trametinib,Afatinib,1
Breast,CAL-51,Trametinib,Afatinib,1
Breast,CAL-85-1,Trametinib,Afatinib,1
Breast,CAMA-1,Trametinib,Afatinib,0
Breast,COLO-824,Trametinib,Afatinib,1
Breast,DU-4475,Trametinib,Afatinib,1
Breast,EFM-19,Trametinib,Afatinib,0
Breast,EFM-192A,Trametinib,Afatinib,1
Breast,EVSA-T,Trametinib,Afatinib,0
Breast,HCC1143,Trametinib,Afatinib,0
Breast,HCC1187,Trametinib,Afatinib,0
Breast,HCC1395,Trametinib,Afatinib,1
Breast,HCC1419,Trametinib,Afatinib,1
Breast,HCC1428,Trametinib,Afatinib,1
Breast,HCC1500,Trametinib,Afatinib,1
Breast,HCC1599,Trametinib,Afatinib,0
Breast,HCC1806,Trametinib,Afatinib,0
Breast,HCC1937,Trametinib,Afatinib,1
Breast,HCC1954,Trametinib,Afatinib,1
Breast,HCC2157,Trametinib,Afatinib,1
Breast,HCC38,Trametinib,Afatinib,1
Breast,HCC70,Trametinib,Afatinib,1
Breast,HDQ-P1,Trametinib,Afatinib,1
Breast,HS-578-T,Trametinib,Afatinib,0
Breast,JIMT-1,Trametinib,Afatinib,1
Breast,MCF7,Trametinib,Afatinib,0
Breast,MDA-MB-157,Trametinib,Afatinib,1
Breast,MDA-MB-175-VII,Trametinib,Afatinib,1
Breast,MDA-MB-231,Trametinib,Afatinib,1
Breast,MDA-MB-361,Trametinib,Afatinib,1
Breast,MDA-MB-415,Trametinib,Afatinib,0
Breast,MDA-MB-436,Trametinib,Afatinib,0
Breast,MDA-MB-453,Trametinib,Afatinib,0
Breast,MDA-MB-468,Trametinib,Afatinib,1
Breast,MFM-223,Trametinib,Afatinib,0
Breast,MRK-NU-1,Trametinib,Afatinib,0
Breast,OCUB-M,Trametinib,Afatinib,1
Breast,T47D,Trametinib,Afatinib,0
Breast,UACC-812,Trametinib,Afatinib,1
Breast,UACC-893,Trametinib,Afatinib,0
Breast,ZR-75-30,Trametinib,Afatinib,1
Breast,AU565,Taselisib,Afatinib,0
Breast,BT-20,Taselisib,Afatinib,1
Breast,BT-474,Taselisib,Afatinib,0
Breast,BT-483,Taselisib,Afatinib,1
Breast,BT-549,Taselisib,Afatinib,1
Breast,CAL-120,Taselisib,Afatinib,1
Breast,CAL-148,Taselisib,Afatinib,1
Breast,CAL-51,Taselisib,Afatinib,1
Breast,CAL-85-1,Taselisib,Afatinib,1
Breast,CAMA-1,Taselisib,Afatinib,0
Breast,COLO-824,Taselisib,Afatinib,0
Breast,DU-4475,Taselisib,Afatinib,1
Breast,EFM-19,Taselisib,Afatinib,1
Breast,EFM-192A,Taselisib,Afatinib,0
Breast,EVSA-T,Taselisib,Afatinib,1
Breast,HCC1143,Taselisib,Afatinib,0
Breast,HCC1187,Taselisib,Afatinib,1
Breast,HCC1395,Taselisib,Afatinib,1
Breast,HCC1419,Taselisib,Afatinib,0
Breast,HCC1428,Taselisib,Afatinib,0
Breast,HCC1500,Taselisib,Afatinib,0
Breast,HCC1599,Taselisib,Afatinib,1
Breast,HCC1806,Taselisib,Afatinib,1
Breast,HCC1937,Taselisib,Afatinib,1
Breast,HCC1954,Taselisib,Afatinib,1
Breast,HCC2157,Taselisib,Afatinib,1
Breast,HCC38,Taselisib,Afatinib,1
Breast,HCC70,Taselisib,Afatinib,1
Breast,HDQ-P1,Taselisib,Afatinib,1
Breast,HS-578-T,Taselisib,Afatinib,1
Breast,JIMT-1,Taselisib,Afatinib,1
Breast,MCF7,Taselisib,Afatinib,1
Breast,MDA-MB-157,Taselisib,Afatinib,1
Breast,MDA-MB-175-VII,Taselisib,Afatinib,1
Breast,MDA-MB-231,Taselisib,Afatinib,1
Breast,MDA-MB-361,Taselisib,Afatinib,1
Breast,MDA-MB-415,Taselisib,Afatinib,1
Breast,MDA-MB-436,Taselisib,Afatinib,1
Breast,MDA-MB-453,Taselisib,Afatinib,0
Breast,MDA-MB-468,Taselisib,Afatinib,1
Breast,MFM-223,Taselisib,Afatinib,1
Breast,MRK-NU-1,Taselisib,Afatinib,0
Breast,OCUB-M,Taselisib,Afatinib,1
Breast,T47D,Taselisib,Afatinib,0
Breast,UACC-812,Taselisib,Afatinib,1
Breast,UACC-893,Taselisib,Afatinib,0
Breast,ZR-75-30,Taselisib,Afatinib,0
Breast,AU565,MK-1775,Nutlin-3a (-),1
Breast,BT-20,MK-1775,Nutlin-3a (-),1
Breast,BT-474,MK-1775,Nutlin-3a (-),1
Breast,BT-483,MK-1775,Nutlin-3a (-),1
Breast,BT-549,MK-1775,Nutlin-3a (-),1
Breast,CAL-120,MK-1775,Nutlin-3a (-),1
Breast,CAL-148,MK-1775,Nutlin-3a (-),0
Breast,CAL-51,MK-1775,Nutlin-3a (-),1
Breast,CAL-85-1,MK-1775,Nutlin-3a (-),1
Breast,CAMA-1,MK-1775,Nutlin-3a (-),1
Breast,COLO-824,MK-1775,Nutlin-3a (-),1
Breast,DU-4475,MK-1775,Nutlin-3a (-),1
Breast,EFM-19,MK-1775,Nutlin-3a (-),1
Breast,EFM-192A,MK-1775,Nutlin-3a (-),0
Breast,EVSA-T,MK-1775,Nutlin-3a (-),1
Breast,HCC1143,MK-1775,Nutlin-3a (-),1
Breast,HCC1187,MK-1775,Nutlin-3a (-),1
Breast,HCC1395,MK-1775,Nutlin-3a (-),1
Breast,HCC1419,MK-1775,Nutlin-3a (-),0
Breast,HCC1428,MK-1775,Nutlin-3a (-),1
Breast,HCC1599,MK-1775,Nutlin-3a (-),1
Breast,HCC1806,MK-1775,Nutlin-3a (-),1
Breast,HCC1937,MK-1775,Nutlin-3a (-),1
Breast,HCC1954,MK-1775,Nutlin-3a (-),1
Breast,HCC2157,MK-1775,Nutlin-3a (-),1
Breast,HCC38,MK-1775,Nutlin-3a (-),1
Breast,HCC70,MK-1775,Nutlin-3a (-),1
Breast,HDQ-P1,MK-1775,Nutlin-3a (-),1
Breast,HS-578-T,MK-1775,Nutlin-3a (-),1
Breast,JIMT-1,MK-1775,Nutlin-3a (-),1
Breast,MCF7,MK-1775,Nutlin-3a (-),0
Breast,MDA-MB-157,MK-1775,Nutlin-3a (-),1
Breast,MDA-MB-175-VII,MK-1775,Nutlin-3a (-),1
Breast,MDA-MB-231,MK-1775,Nutlin-3a (-),1
Breast,MDA-MB-361,MK-1775,Nutlin-3a (-),1
Breast,MDA-MB-415,MK-1775,Nutlin-3a (-),0
Breast,MDA-MB-436,MK-1775,Nutlin-3a (-),0
Breast,MDA-MB-453,MK-1775,Nutlin-3a (-),1
Breast,MDA-MB-468,MK-1775,Nutlin-3a (-),1
Breast,MFM-223,MK-1775,Nutlin-3a (-),1
Breast,MRK-NU-1,MK-1775,Nutlin-3a (-),0
Breast,OCUB-M,MK-1775,Nutlin-3a (-),1
Breast,T47D,MK-1775,Nutlin-3a (-),1
Breast,UACC-812,MK-1775,Nutlin-3a (-),1
Breast,UACC-893,MK-1775,Nutlin-3a (-),1
Breast,ZR-75-30,MK-1775,Nutlin-3a (-),1
Breast,AU565,Lapatinib,PD173074,0
Breast,BT-20,Lapatinib,PD173074,1
Breast,BT-474,Lapatinib,PD173074,1
Breast,BT-483,Lapatinib,PD173074,1
Breast,BT-549,Lapatinib,PD173074,0
Breast,CAL-120,Lapatinib,PD173074,1
Breast,CAL-148,Lapatinib,PD173074,1
Breast,CAL-51,Lapatinib,PD173074,0
Breast,CAL-85-1,Lapatinib,PD173074,1
Breast,CAMA-1,Lapatinib,PD173074,1
Breast,COLO-824,Lapatinib,PD173074,1
Breast,DU-4475,Lapatinib,PD173074,1
Breast,EFM-19,Lapatinib,PD173074,0
Breast,EFM-192A,Lapatinib,PD173074,1
Breast,EVSA-T,Lapatinib,PD173074,1
Breast,HCC1143,Lapatinib,PD173074,0
Breast,HCC1187,Lapatinib,PD173074,1
Breast,HCC1395,Lapatinib,PD173074,1
Breast,HCC1419,Lapatinib,PD173074,0
Breast,HCC1428,Lapatinib,PD173074,1
Breast,HCC1500,Lapatinib,PD173074,0
Breast,HCC1806,Lapatinib,PD173074,1
Breast,HCC1937,Lapatinib,PD173074,1
Breast,HCC1954,Lapatinib,PD173074,1
Breast,HCC2157,Lapatinib,PD173074,1
Breast,HCC38,Lapatinib,PD173074,1
Breast,HCC70,Lapatinib,PD173074,1
Breast,HDQ-P1,Lapatinib,PD173074,1
Breast,HS-578-T,Lapatinib,PD173074,1
Breast,JIMT-1,Lapatinib,PD173074,1
Breast,MCF7,Lapatinib,PD173074,1
Breast,MDA-MB-157,Lapatinib,PD173074,0
Breast,MDA-MB-175-VII,Lapatinib,PD173074,1
Breast,MDA-MB-231,Lapatinib,PD173074,0
Breast,MDA-MB-361,Lapatinib,PD173074,0
Breast,MDA-MB-415,Lapatinib,PD173074,1
Breast,MDA-MB-436,Lapatinib,PD173074,0
Breast,MDA-MB-453,Lapatinib,PD173074,1
Breast,MDA-MB-468,Lapatinib,PD173074,1
Breast,MFM-223,Lapatinib,PD173074,1
Breast,MRK-NU-1,Lapatinib,PD173074,1
Breast,OCUB-M,Lapatinib,PD173074,1
Breast,T47D,Lapatinib,PD173074,1
Breast,UACC-812,Lapatinib,PD173074,1
Breast,ZR-75-30,Lapatinib,PD173074,1
Breast,AU565,Trametinib,MK-2206,0
Breast,BT-20,Trametinib,MK-2206,0
Breast,BT-474,Trametinib,MK-2206,1
Breast,BT-483,Trametinib,MK-2206,1
Breast,BT-549,Trametinib,MK-2206,0
Breast,CAL-120,Trametinib,MK-2206,1
Breast,CAL-148,Trametinib,MK-2206,1
Breast,CAL-51,Trametinib,MK-2206,1
Breast,CAL-85-1,Trametinib,MK-2206,1
Breast,CAMA-1,Trametinib,MK-2206,1
Breast,COLO-824,Trametinib,MK-2206,1
Breast,DU-4475,Trametinib,MK-2206,1
Breast,EFM-19,Trametinib,MK-2206,0
Breast,EFM-192A,Trametinib,MK-2206,0
Breast,EVSA-T,Trametinib,MK-2206,0
Breast,HCC1143,Trametinib,MK-2206,0
Breast,HCC1187,Trametinib,MK-2206,1
Breast,HCC1395,Trametinib,MK-2206,0
Breast,HCC1419,Trametinib,MK-2206,1
Breast,HCC1428,Trametinib,MK-2206,0
Breast,HCC1500,Trametinib,MK-2206,1
Breast,HCC1599,Trametinib,MK-2206,1
Breast,HCC1806,Trametinib,MK-2206,1
Breast,HCC1937,Trametinib,MK-2206,0
Breast,HCC1954,Trametinib,MK-2206,1
Breast,HCC2157,Trametinib,MK-2206,1
Breast,HCC38,Trametinib,MK-2206,0
Breast,HCC70,Trametinib,MK-2206,1
Breast,HDQ-P1,Trametinib,MK-2206,1
Breast,HS-578-T,Trametinib,MK-2206,1
Breast,JIMT-1,Trametinib,MK-2206,1
Breast,MCF7,Trametinib,MK-2206,0
Breast,MDA-MB-157,Trametinib,MK-2206,1
Breast,MDA-MB-175-VII,Trametinib,MK-2206,1
Breast,MDA-MB-231,Trametinib,MK-2206,1
Breast,MDA-MB-361,Trametinib,MK-2206,1
Breast,MDA-MB-415,Trametinib,MK-2206,1
Breast,MDA-MB-436,Trametinib,MK-2206,1
Breast,MDA-MB-453,Trametinib,MK-2206,0
Breast,MDA-MB-468,Trametinib,MK-2206,0
Breast,MFM-223,Trametinib,MK-2206,1
Breast,MRK-NU-1,Trametinib,MK-2206,1
Breast,OCUB-M,Trametinib,MK-2206,0
Breast,T47D,Trametinib,MK-2206,0
Breast,UACC-812,Trametinib,MK-2206,1
Breast,UACC-893,Trametinib,MK-2206,0
Breast,ZR-75-30,Trametinib,MK-2206,0
Breast,AU565,Lapatinib,MK-2206,0
Breast,BT-20,Lapatinib,MK-2206,1
Breast,BT-474,Lapatinib,MK-2206,0
Breast,BT-483,Lapatinib,MK-2206,1
Breast,BT-549,Lapatinib,MK-2206,0
Breast,CAL-120,Lapatinib,MK-2206,1
Breast,CAL-148,Lapatinib,MK-2206,0
Breast,CAL-51,Lapatinib,MK-2206,1
Breast,CAL-85-1,Lapatinib,MK-2206,1
Breast,CAMA-1,Lapatinib,MK-2206,1
Breast,COLO-824,Lapatinib,MK-2206,1
Breast,DU-4475,Lapatinib,MK-2206,1
Breast,EFM-19,Lapatinib,MK-2206,1
Breast,EFM-192A,Lapatinib,MK-2206,0
Breast,EVSA-T,Lapatinib,MK-2206,1
Breast,HCC1143,Lapatinib,MK-2206,1
Breast,HCC1187,Lapatinib,MK-2206,1
Breast,HCC1395,Lapatinib,MK-2206,1
Breast,HCC1419,Lapatinib,MK-2206,0
Breast,HCC1428,Lapatinib,MK-2206,1
Breast,HCC1500,Lapatinib,MK-2206,1
Breast,HCC1599,Lapatinib,MK-2206,1
Breast,HCC1806,Lapatinib,MK-2206,1
Breast,HCC1937,Lapatinib,MK-2206,1
Breast,HCC1954,Lapatinib,MK-2206,1
Breast,HCC2157,Lapatinib,MK-2206,1
Breast,HCC38,Lapatinib,MK-2206,1
Breast,HCC70,Lapatinib,MK-2206,1
