tissue,cell_line,drug_name_A,drug_name_B,synergy
Pancreas,ASPC-1,Lapatinib,Palbociclib,0
Pancreas,BXPC-3,Lapatinib,Palbociclib,1
Pancreas,CAPAN-1,Lapatinib,Palbociclib,0
Pancreas,CAPAN-2,Lapatinib,Palbociclib,0
Pancreas,CFPAC-1,Lapatinib,Palbociclib,0
Pancreas,DAN-G,Lapatinib,Palbociclib,0
Pancreas,HPAC,Lapatinib,Palbociclib,1
Pancreas,HPAF-II,Lapatinib,Palbociclib,0
Pancreas,HS-766T,Lapatinib,Palbociclib,1
Pancreas,HUP-T3,Lapatinib,Palbociclib,1
Pancreas,HUP-T4,Lapatinib,Palbociclib,0
Pancreas,KP-1N,Lapatinib,Palbociclib,0
Pancreas,KP-2,Lapatinib,Palbociclib,0
Pancreas,KP-3,Lapatinib,Palbociclib,0
Pancreas,KP-4,Lapatinib,Palbociclib,0
Pancreas,MIA-PACA-2,Lapatinib,Palbociclib,1
Pancreas,PA-TU-8902,Lapatinib,Palbociclib,0
Pancreas,PA-TU-8988T,Lapatinib,Palbociclib,1
Pancreas,PANC-02-03,Lapatinib,Palbociclib,1
Pancreas,PANC-03-27,Lapatinib,Palbociclib,1
Pancreas,PANC-04-03,Lapatinib,Palbociclib,1
Pancreas,PANC-08-13,Lapatinib,Palbociclib,0
Pancreas,PANC-10-05,Lapatinib,Palbociclib,1
Pancreas,PL18,Lapatinib,Palbociclib,0
Pancreas,PL4,Lapatinib,Palbociclib,0
Pancreas,PSN1,Lapatinib,Palbociclib,1
Pancreas,SU8686,Lapatinib,Palbociclib,1
Pancreas,SUIT-2,Lapatinib,Palbociclib,1
Pancreas,SW1990,Lapatinib,Palbociclib,0
Pancreas,YAPC,Lapatinib,Palbociclib,0
Pancreas,ASPC-1,Taselisib,Palbociclib,1
Pancreas,BXPC-3,Taselisib,Palbociclib,1
Pancreas,CAPAN-1,Taselisib,Palbociclib,1
Pancreas,CAPAN-2,Taselisib,Palbociclib,0
Pancreas,CFPAC-1,Taselisib,Palbociclib,0
Pancreas,DAN-G,Taselisib,Palbociclib,0
Pancreas,HPAC,Taselisib,Palbociclib,1
Pancreas,HPAF-II,Taselisib,Palbociclib,0
Pancreas,HS-766T,Taselisib,Palbociclib,1
Pancreas,HUP-T3,Taselisib,Palbociclib,1
Pancreas,HUP-T4,Taselisib,Palbociclib,0
Pancreas,KP-1N,Taselisib,Palbociclib,1
Pancreas,KP-2,Taselisib,Palbociclib,1
Pancreas,KP-3,Taselisib,Palbociclib,1
Pancreas,KP-4,Taselisib,Palbociclib,1
Pancreas,MIA-PACA-2,Taselisib,Palbociclib,1
Pancreas,PA-TU-8902,Taselisib,Palbociclib,1
Pancreas,PA-TU-8988T,Taselisib,Palbociclib,1
Pancreas,PANC-02-03,Taselisib,Palbociclib,1
Pancreas,PANC-03-27,Taselisib,Palbociclib,1
Pancreas,PANC-04-03,Taselisib,Palbociclib,1
Pancreas,PANC-08-13,Taselisib,Palbociclib,1
Pancreas,PANC-10-05,Taselisib,Palbociclib,1
Pancreas,PL18,Taselisib,Palbociclib,1
Pancreas,PL4,Taselisib,Palbociclib,1
Pancreas,PSN1,Taselisib,Palbociclib,1
Pancreas,SU8686,Taselisib,Palbociclib,1
Pancreas,SUIT-2,Taselisib,Palbociclib,1
Pancreas,SW1990,Taselisib,Palbociclib,0
Pancreas,YAPC,Taselisib,Palbociclib,1
Pancreas,ASPC-1,MK-1775,Pictilisib,1
Pancreas,BXPC-3,MK-1775,Pictilisib,1
Pancreas,CAPAN-1,MK-1775,Pictilisib,1
Pancreas,CAPAN-2,MK-1775,Pictilisib,0
Pancreas,CFPAC-1,MK-1775,Pictilisib,1
Pancreas,DAN-G,MK-1775,Pictilisib,1
Pancreas,HPAC,MK-1775,Pictilisib,1
Pancreas,HPAF-II,MK-1775,Pictilisib,1
Pancreas,HS-766T,MK-1775,Pictilisib,1
Pancreas,HUP-T3,MK-1775,Pictilisib,1
Pancreas,HUP-T4,MK-1775,Pictilisib,0
Pancreas,KP-1N,MK-1775,Pictilisib,1
Pancreas,KP-2,MK-1775,Pictilisib,1
Pancreas,KP-3,MK-1775,Pictilisib,1
Pancreas,KP-4,MK-1775,Pictilisib,1
Pancreas,MIA-PACA-2,MK-1775,Pictilisib,1
Pancreas,PA-TU-8902,MK-1775,Pictilisib,1
Pancreas,PA-TU-8988T,MK-1775,Pictilisib,1
Pancreas,PANC-02-03,MK-1775,Pictilisib,1
Pancreas,PANC-03-27,MK-1775,Pictilisib,0
Pancreas,PANC-04-03,MK-1775,Pictilisib,0
Pancreas,PANC-08-13,MK-1775,Pictilisib,0
Pancreas,PANC-10-05,MK-1775,Pictilisib,0
Pancreas,PL18,MK-1775,Pictilisib,1
Pancreas,PL4,MK-1775,Pictilisib,1
Pancreas,PSN1,MK-1775,Pictilisib,1
Pancreas,SU8686,MK-1775,Pictilisib,1
Pancreas,SUIT-2,MK-1775,Pictilisib,1
Pancreas,SW1990,MK-1775,Pictilisib,1
Pancreas,YAPC,MK-1775,Pictilisib,1
Pancreas,ASPC-1,Trametinib,Pictilisib,1
Pancreas,BXPC-3,Trametinib,Pictilisib,1
Pancreas,CAPAN-1,Trametinib,Pictilisib,1
Pancreas,CAPAN-2,Trametinib,Pictilisib,1
Pancreas,CFPAC-1,Trametinib,Pictilisib,1
Pancreas,DAN-G,Trametinib,Pictilisib,1
Pancreas,HPAC,Trametinib,Pictilisib,1
Pancreas,HPAF-II,Trametinib,Pictilisib,1
Pancreas,HS-766T,Trametinib,Pictilisib,1
Pancreas,HUP-T3,Trametinib,Pictilisib,1
Pancreas,HUP-T4,Trametinib,Pictilisib,1
Pancreas,KP-1N,Trametinib,Pictilisib,1
Pancreas,KP-2,Trametinib,Pictilisib,1
Pancreas,KP-3,Trametinib,Pictilisib,1
Pancreas,KP-4,Trametinib,Pictilisib,1
Pancreas,MIA-PACA-2,Trametinib,Pictilisib,1
Pancreas,PA-TU-8902,Trametinib,Pictilisib,1
Pancreas,PA-TU-8988T,Trametinib,Pictilisib,1
Pancreas,PANC-02-03,Trametinib,Pictilisib,1
Pancreas,PANC-03-27,Trametinib,Pictilisib,1
Pancreas,PANC-04-03,Trametinib,Pictilisib,1
Pancreas,PANC-08-13,Trametinib,Pictilisib,0
Pancreas,PANC-10-05,Trametinib,Pictilisib,1
Pancreas,PL18,Trametinib,Pictilisib,1
Pancreas,PL4,Trametinib,Pictilisib,1
Pancreas,PSN1,Trametinib,Pictilisib,1
Pancreas,SU8686,Trametinib,Pictilisib,1
Pancreas,SUIT-2,Trametinib,Pictilisib,1
Pancreas,SW1990,Trametinib,Pictilisib,1
Pancreas,YAPC,Trametinib,Pictilisib,1
Pancreas,ASPC-1,Lapatinib,Pictilisib,0
Pancreas,BXPC-3,Lapatinib,Pictilisib,0
Pancreas,CAPAN-1,Lapatinib,Pictilisib,0
Pancreas,CAPAN-2,Lapatinib,Pictilisib,0
Pancreas,CFPAC-1,Lapatinib,Pictilisib,0
Pancreas,DAN-G,Lapatinib,Pictilisib,1
Pancreas,HPAC,Lapatinib,Pictilisib,0
Pancreas,HPAF-II,Lapatinib,Pictilisib,0
Pancreas,HS-766T,Lapatinib,Pictilisib,0
Pancreas,HUP-T3,Lapatinib,Pictilisib,1
Pancreas,HUP-T4,Lapatinib,Pictilisib,0
Pancreas,KP-1N,Lapatinib,Pictilisib,1
Pancreas,KP-2,Lapatinib,Pictilisib,0
Pancreas,KP-3,Lapatinib,Pictilisib,1
Pancreas,KP-4,Lapatinib,Pictilisib,0
Pancreas,MIA-PACA-2,Lapatinib,Pictilisib,1
Pancreas,PA-TU-8902,Lapatinib,Pictilisib,0
Pancreas,PA-TU-8988T,Lapatinib,Pictilisib,0
Pancreas,PANC-02-03,Lapatinib,Pictilisib,1
Pancreas,PANC-03-27,Lapatinib,Pictilisib,0
Pancreas,PANC-04-03,Lapatinib,Pictilisib,1
Pancreas,PANC-08-13,Lapatinib,Pictilisib,0
Pancreas,PANC-10-05,Lapatinib,Pictilisib,0
Pancreas,PL18,Lapatinib,Pictilisib,1
Pancreas,PL4,Lapatinib,Pictilisib,0
Pancreas,PSN1,Lapatinib,Pictilisib,0
Pancreas,SU8686,Lapatinib,Pictilisib,0
Pancreas,SUIT-2,Lapatinib,Pictilisib,0
Pancreas,SW1990,Lapatinib,Pictilisib,1
Pancreas,YAPC,Lapatinib,Pictilisib,0
Pancreas,ASPC-1,AZD7762,5-Fluorouracil,1
Pancreas,BXPC-3,AZD7762,5-Fluorouracil,1
Pancreas,CAPAN-1,AZD7762,5-Fluorouracil,1
Pancreas,CAPAN-2,AZD7762,5-Fluorouracil,1
Pancreas,CFPAC-1,AZD7762,5-Fluorouracil,1
Pancreas,DAN-G,AZD7762,5-Fluorouracil,0
Pancreas,HPAC,AZD7762,5-Fluorouracil,1
Pancreas,HPAF-II,AZD7762,5-Fluorouracil,1
Pancreas,HS-766T,AZD7762,5-Fluorouracil,1
Pancreas,HUP-T3,AZD7762,5-Fluorouracil,1
Pancreas,HUP-T4,AZD7762,5-Fluorouracil,1
Pancreas,KP-1N,AZD7762,5-Fluorouracil,1
Pancreas,KP-2,AZD7762,5-Fluorouracil,0
Pancreas,KP-3,AZD7762,5-Fluorouracil,1
Pancreas,KP-4,AZD7762,5-Fluorouracil,1
Pancreas,MIA-PACA-2,AZD7762,5-Fluorouracil,1
Pancreas,PA-TU-8902,AZD7762,5-Fluorouracil,1
Pancreas,PA-TU-8988T,AZD7762,5-Fluorouracil,1
Pancreas,PANC-02-03,AZD7762,5-Fluorouracil,1
Pancreas,PANC-03-27,AZD7762,5-Fluorouracil,1
Pancreas,PANC-04-03,AZD7762,5-Fluorouracil,1
Pancreas,PANC-08-13,AZD7762,5-Fluorouracil,1
Pancreas,PANC-10-05,AZD7762,5-Fluorouracil,1
Pancreas,PL18,AZD7762,5-Fluorouracil,1
Pancreas,PL4,AZD7762,5-Fluorouracil,1
Pancreas,PSN1,AZD7762,5-Fluorouracil,1
Pancreas,SU8686,AZD7762,5-Fluorouracil,1
Pancreas,SUIT-2,AZD7762,5-Fluorouracil,1
Pancreas,SW1990,AZD7762,5-Fluorouracil,1
Pancreas,YAPC,AZD7762,5-Fluorouracil,1
Pancreas,ASPC-1,Lapatinib,Crizotinib,0
Pancreas,BXPC-3,Lapatinib,Crizotinib,1
Pancreas,CAPAN-1,Lapatinib,Crizotinib,1
Pancreas,CAPAN-2,Lapatinib,Crizotinib,1
Pancreas,CFPAC-1,Lapatinib,Crizotinib,1
Pancreas,DAN-G,Lapatinib,Crizotinib,1
Pancreas,HPAC,Lapatinib,Crizotinib,0
Pancreas,HS-766T,Lapatinib,Crizotinib,1
Pancreas,HUP-T3,Lapatinib,Crizotinib,1
Pancreas,HUP-T4,Lapatinib,Crizotinib,0
Pancreas,KP-1N,Lapatinib,Crizotinib,1
Pancreas,KP-2,Lapatinib,Crizotinib,1
Pancreas,KP-3,Lapatinib,Crizotinib,1
Pancreas,KP-4,Lapatinib,Crizotinib,1
Pancreas,MIA-PACA-2,Lapatinib,Crizotinib,1
Pancreas,PA-TU-8902,Lapatinib,Crizotinib,1
Pancreas,PA-TU-8988T,Lapatinib,Crizotinib,1
Pancreas,PANC-02-03,Lapatinib,Crizotinib,1
Pancreas,PANC-03-27,Lapatinib,Crizotinib,1
Pancreas,PANC-04-03,Lapatinib,Crizotinib,1
Pancreas,PANC-08-13,Lapatinib,Crizotinib,0
Pancreas,PANC-10-05,Lapatinib,Crizotinib,1
Pancreas,PL18,Lapatinib,Crizotinib,0
Pancreas,PL4,Lapatinib,Crizotinib,1
Pancreas,PSN1,Lapatinib,Crizotinib,0
Pancreas,SU8686,Lapatinib,Crizotinib,0
Pancreas,SUIT-2,Lapatinib,Crizotinib,1
Pancreas,SW1990,Lapatinib,Crizotinib,1
Pancreas,YAPC,Lapatinib,Crizotinib,1
Pancreas,ASPC-1,Navitoclax,Oxaliplatin,1
Pancreas,BXPC-3,Navitoclax,Oxaliplatin,1
Pancreas,CAPAN-1,Navitoclax,Oxaliplatin,1
Pancreas,CAPAN-2,Navitoclax,Oxaliplatin,1
Pancreas,CFPAC-1,Navitoclax,Oxaliplatin,1
Pancreas,DAN-G,Navitoclax,Oxaliplatin,1
Pancreas,HPAC,Navitoclax,Oxaliplatin,1
Pancreas,HPAF-II,Navitoclax,Oxaliplatin,1
Pancreas,HS-766T,Navitoclax,Oxaliplatin,0
Pancreas,HUP-T3,Navitoclax,Oxaliplatin,1
Pancreas,HUP-T4,Navitoclax,Oxaliplatin,1
Pancreas,KP-1N,Navitoclax,Oxaliplatin,0
Pancreas,KP-2,Navitoclax,Oxaliplatin,1
Pancreas,KP-3,Navitoclax,Oxaliplatin,1
Pancreas,KP-4,Navitoclax,Oxaliplatin,1
Pancreas,MIA-PACA-2,Navitoclax,Oxaliplatin,1
Pancreas,PA-TU-8902,Navitoclax,Oxaliplatin,0
Pancreas,PA-TU-8988T,Navitoclax,Oxaliplatin,0
Pancreas,PANC-02-03,Navitoclax,Oxaliplatin,1
Pancreas,PANC-03-27,Navitoclax,Oxaliplatin,1
Pancreas,PANC-04-03,Navitoclax,Oxaliplatin,1
Pancreas,PANC-08-13,Navitoclax,Oxaliplatin,1
Pancreas,PANC-10-05,Navitoclax,Oxaliplatin,1
Pancreas,PL18,Navitoclax,Oxaliplatin,1
Pancreas,PL4,Navitoclax,Oxaliplatin,1
Pancreas,PSN1,Navitoclax,Oxaliplatin,1
Pancreas,SU8686,Navitoclax,Oxaliplatin,0
Pancreas,SUIT-2,Navitoclax,Oxaliplatin,0
Pancreas,SW1990,Navitoclax,Oxaliplatin,1
Pancreas,YAPC,Navitoclax,Oxaliplatin,0
Pancreas,ASPC-1,Olaparib,MK-1775,0
Pancreas,BXPC-3,Olaparib,MK-1775,0
Pancreas,CAPAN-1,Olaparib,MK-1775,0
Pancreas,CAPAN-2,Olaparib,MK-1775,0
Pancreas,CFPAC-1,Olaparib,MK-1775,1
Pancreas,DAN-G,Olaparib,MK-1775,0
Pancreas,HPAC,Olaparib,MK-1775,0
Pancreas,HPAF-II,Olaparib,MK-1775,1
Pancreas,HS-766T,Olaparib,MK-1775,0
Pancreas,HUP-T3,Olaparib,MK-1775,0
Pancreas,HUP-T4,Olaparib,MK-1775,1
Pancreas,KP-1N,Olaparib,MK-1775,0
Pancreas,KP-2,Olaparib,MK-1775,1
Pancreas,KP-3,Olaparib,MK-1775,0
Pancreas,KP-4,Olaparib,MK-1775,1
Pancreas,MIA-PACA-2,Olaparib,MK-1775,1
Pancreas,PA-TU-8902,Olaparib,MK-1775,0
Pancreas,PANC-02-03,Olaparib,MK-1775,1
Pancreas,PANC-03-27,Olaparib,MK-1775,1
Pancreas,PANC-04-03,Olaparib,MK-1775,0
Pancreas,PANC-08-13,Olaparib,MK-1775,0
Pancreas,PANC-10-05,Olaparib,MK-1775,0
Pancreas,PL18,Olaparib,MK-1775,0
Pancreas,PL4,Olaparib,MK-1775,0
Pancreas,PSN1,Olaparib,MK-1775,0
Pancreas,SU8686,Olaparib,MK-1775,0
Pancreas,SUIT-2,Olaparib,MK-1775,0
Pancreas,SW1990,Olaparib,MK-1775,0
Pancreas,YAPC,Olaparib,MK-1775,1
Pancreas,ASPC-1,AZD7762,MK-1775,0
Pancreas,BXPC-3,AZD7762,MK-1775,1
Pancreas,CAPAN-1,AZD7762,MK-1775,0
Pancreas,CAPAN-2,AZD7762,MK-1775,1
Pancreas,CFPAC-1,AZD7762,MK-1775,1
Pancreas,DAN-G,AZD7762,MK-1775,1
Pancreas,HPAC,AZD7762,MK-1775,1
Pancreas,HPAF-II,AZD7762,MK-1775,1
Pancreas,HS-766T,AZD7762,MK-1775,1
Pancreas,HUP-T3,AZD7762,MK-1775,1
Pancreas,HUP-T4,AZD7762,MK-1775,1
Pancreas,KP-1N,AZD7762,MK-1775,0
Pancreas,KP-2,AZD7762,MK-1775,1
Pancreas,KP-3,AZD7762,MK-1775,1
Pancreas,KP-4,AZD7762,MK-1775,1
Pancreas,MIA-PACA-2,AZD7762,MK-1775,1
Pancreas,PA-TU-8902,AZD7762,MK-1775,1
Pancreas,PA-TU-8988T,AZD7762,MK-1775,1
Pancreas,PANC-02-03,AZD7762,MK-1775,1
Pancreas,PANC-03-27,AZD7762,MK-1775,1
Pancreas,PANC-04-03,AZD7762,MK-1775,1
Pancreas,PANC-08-13,AZD7762,MK-1775,1
Pancreas,PANC-10-05,AZD7762,MK-1775,0
Pancreas,PL18,AZD7762,MK-1775,1
Pancreas,PL4,AZD7762,MK-1775,1
Pancreas,PSN1,AZD7762,MK-1775,1
Pancreas,SU8686,AZD7762,MK-1775,0
Pancreas,SUIT-2,AZD7762,MK-1775,1
Pancreas,SW1990,AZD7762,MK-1775,1
Pancreas,YAPC,AZD7762,MK-1775,1
Pancreas,ASPC-1,AZD7762,Gemcitabine,1
Pancreas,BXPC-3,AZD7762,Gemcitabine,1
Pancreas,CAPAN-1,AZD7762,Gemcitabine,1
Pancreas,CAPAN-2,AZD7762,Gemcitabine,1
Pancreas,CFPAC-1,AZD7762,Gemcitabine,1
Pancreas,DAN-G,AZD7762,Gemcitabine,1
Pancreas,HPAC,AZD7762,Gemcitabine,1
Pancreas,HS-766T,AZD7762,Gemcitabine,1
Pancreas,HUP-T3,AZD7762,Gemcitabine,1
Pancreas,HUP-T4,AZD7762,Gemcitabine,1
Pancreas,KP-1N,AZD7762,Gemcitabine,1
Pancreas,KP-2,AZD7762,Gemcitabine,1
Pancreas,KP-3,AZD7762,Gemcitabine,1
Pancreas,KP-4,AZD7762,Gemcitabine,1
Pancreas,MIA-PACA-2,AZD7762,Gemcitabine,1
Pancreas,PA-TU-8902,AZD7762,Gemcitabine,1
Pancreas,PA-TU-8988T,AZD7762,Gemcitabine,1
Pancreas,PANC-02-03,AZD7762,Gemcitabine,1
Pancreas,PANC-03-27,AZD7762,Gemcitabine,1
Pancreas,PANC-04-03,AZD7762,Gemcitabine,1
Pancreas,PANC-08-13,AZD7762,Gemcitabine,1
Pancreas,PANC-10-05,AZD7762,Gemcitabine,1
Pancreas,PL18,AZD7762,Gemcitabine,1
Pancreas,PL4,AZD7762,Gemcitabine,1
Pancreas,PSN1,AZD7762,Gemcitabine,1
Pancreas,SU8686,AZD7762,Gemcitabine,1
Pancreas,SUIT-2,AZD7762,Gemcitabine,1
Pancreas,SW1990,AZD7762,Gemcitabine,1
Pancreas,YAPC,AZD7762,Gemcitabine,1
Pancreas,ASPC-1,MK-1775,Gemcitabine,0
Pancreas,BXPC-3,MK-1775,Gemcitabine,0
Pancreas,CAPAN-1,MK-1775,Gemcitabine,0
Pancreas,CAPAN-2,MK-1775,Gemcitabine,1
Pancreas,CFPAC-1,MK-1775,Gemcitabine,0
Pancreas,DAN-G,MK-1775,Gemcitabine,1
Pancreas,HPAC,MK-1775,Gemcitabine,1
Pancreas,HS-766T,MK-1775,Gemcitabine,0
Pancreas,HUP-T3,MK-1775,Gemcitabine,1
Pancreas,HUP-T4,MK-1775,Gemcitabine,0
Pancreas,KP-1N,MK-1775,Gemcitabine,1
Pancreas,KP-2,MK-1775,Gemcitabine,1
Pancreas,KP-3,MK-1775,Gemcitabine,0
Pancreas,KP-4,MK-1775,Gemcitabine,1
Pancreas,MIA-PACA-2,MK-1775,Gemcitabine,1
Pancreas,PA-TU-8902,MK-1775,Gemcitabine,1
Pancreas,PA-TU-8988T,MK-1775,Gemcitabine,1
Pancreas,PANC-02-03,MK-1775,Gemcitabine,1
Pancreas,PANC-03-27,MK-1775,Gemcitabine,0
Pancreas,PANC-04-03,MK-1775,Gemcitabine,0
Pancreas,PANC-08-13,MK-1775,Gemcitabine,1
Pancreas,PANC-10-05,MK-1775,Gemcitabine,0
Pancreas,PL18,MK-1775,Gemcitabine,0
Pancreas,PL4,MK-1775,Gemcitabine,1
Pancreas,PSN1,MK-1775,Gemcitabine,0
Pancreas,SU8686,MK-1775,Gemcitabine,1
Pancreas,SUIT-2,MK-1775,Gemcitabine,0
Pancreas,SW1990,MK-1775,Gemcitabine,0
Pancreas,YAPC,MK-1775,Gemcitabine,0
Pancreas,ASPC-1,Navitoclax,Trametinib,1
Pancreas,BXPC-3,Navitoclax,Trametinib,1
Pancreas,CAPAN-1,Navitoclax,Trametinib,1
Pancreas,CAPAN-2,Navitoclax,Trametinib,1
Pancreas,CFPAC-1,Navitoclax,Trametinib,1
Pancreas,DAN-G,Navitoclax,Trametinib,1
Pancreas,HPAC,Navitoclax,Trametinib,1
Pancreas,HPAF-II,Navitoclax,Trametinib,1
Pancreas,HS-766T,Navitoclax,Trametinib,0
Pancreas,HUP-T3,Navitoclax,Trametinib,0
Pancreas,HUP-T4,Navitoclax,Trametinib,1
Pancreas,KP-1N,Navitoclax,Trametinib,0
Pancreas,KP-2,Navitoclax,Trametinib,1
Pancreas,KP-3,Navitoclax,Trametinib,0
Pancreas,KP-4,Navitoclax,Trametinib,0
Pancreas,MIA-PACA-2,Navitoclax,Trametinib,1
Pancreas,PA-TU-8902,Navitoclax,Trametinib,1
Pancreas,PA-TU-8988T,Navitoclax,Trametinib,1
Pancreas,PANC-02-03,Navitoclax,Trametinib,1
Pancreas,PANC-03-27,Navitoclax,Trametinib,1
Pancreas,PANC-04-03,Navitoclax,Trametinib,1
Pancreas,PANC-08-13,Navitoclax,Trametinib,1
Pancreas,PANC-10-05,Navitoclax,Trametinib,1
Pancreas,PL18,Navitoclax,Trametinib,1
Pancreas,PL4,Navitoclax,Trametinib,1
Pancreas,PSN1,Navitoclax,Trametinib,1
Pancreas,SU8686,Navitoclax,Trametinib,0
Pancreas,SUIT-2,Navitoclax,Trametinib,1
Pancreas,SW1990,Navitoclax,Trametinib,1
Pancreas,YAPC,Navitoclax,Trametinib,1
Pancreas,ASPC-1,Nilotinib,Trametinib,0
Pancreas,BXPC-3,Nilotinib,Trametinib,0
Pancreas,CAPAN-1,Nilotinib,Trametinib,0
Pancreas,CAPAN-2,Nilotinib,Trametinib,0
Pancreas,CFPAC-1,Nilotinib,Trametinib,0
Pancreas,DAN-G,Nilotinib,Trametinib,1
Pancreas,HPAC,Nilotinib,Trametinib,1
Pancreas,HPAF-II,Nilotinib,Trametinib,1
Pancreas,HS-766T,Nilotinib,Trametinib,1
Pancreas,HUP-T3,Nilotinib,Trametinib,1
Pancreas,HUP-T4,Nilotinib,Trametinib,0
Pancreas,KP-1N,Nilotinib,Trametinib,0
Pancreas,KP-2,Nilotinib,Trametinib,0
Pancreas,KP-3,Nilotinib,Trametinib,1
Pancreas,KP-4,Nilotinib,Trametinib,0
Pancreas,MIA-PACA-2,Nilotinib,Trametinib,1
Pancreas,PA-TU-8902,Nilotinib,Trametinib,0
Pancreas,PA-TU-8988T,Nilotinib,Trametinib,0
Pancreas,PANC-02-03,Nilotinib,Trametinib,1
Pancreas,PANC-03-27,Nilotinib,Trametinib,0
Pancreas,PANC-04-03,Nilotinib,Trametinib,0
Pancreas,PANC-08-13,Nilotinib,Trametinib,1
Pancreas,PANC-10-05,Nilotinib,Trametinib,0
Pancreas,PL18,Nilotinib,Trametinib,0
Pancreas,PL4,Nilotinib,Trametinib,1
Pancreas,PSN1,Nilotinib,Trametinib,1
Pancreas,SU8686,Nilotinib,Trametinib,1
Pancreas,SUIT-2,Nilotinib,Trametinib,0
Pancreas,SW1990,Nilotinib,Trametinib,0
Pancreas,YAPC,Nilotinib,Trametinib,1
Pancreas,ASPC-1,Lapatinib,Trametinib,0
Pancreas,BXPC-3,Lapatinib,Trametinib,1
Pancreas,CAPAN-1,Lapatinib,Trametinib,1
Pancreas,CAPAN-2,Lapatinib,Trametinib,1
Pancreas,CFPAC-1,Lapatinib,Trametinib,1
Pancreas,DAN-G,Lapatinib,Trametinib,1
Pancreas,HPAC,Lapatinib,Trametinib,1
Pancreas,HPAF-II,Lapatinib,Trametinib,1
Pancreas,HS-766T,Lapatinib,Trametinib,0
Pancreas,HUP-T3,Lapatinib,Trametinib,1
Pancreas,HUP-T4,Lapatinib,Trametinib,0
Pancreas,KP-1N,Lapatinib,Trametinib,0
Pancreas,KP-2,Lapatinib,Trametinib,1
Pancreas,KP-3,Lapatinib,Trametinib,1
Pancreas,KP-4,Lapatinib,Trametinib,0
Pancreas,MIA-PACA-2,Lapatinib,Trametinib,0
Pancreas,PA-TU-8902,Lapatinib,Trametinib,0
Pancreas,PA-TU-8988T,Lapatinib,Trametinib,0
Pancreas,PANC-02-03,Lapatinib,Trametinib,1
Pancreas,PANC-03-27,Lapatinib,Trametinib,0
Pancreas,PANC-04-03,Lapatinib,Trametinib,1
Pancreas,PANC-08-13,Lapatinib,Trametinib,1
Pancreas,PANC-10-05,Lapatinib,Trametinib,1
Pancreas,PL18,Lapatinib,Trametinib,1
Pancreas,PL4,Lapatinib,Trametinib,1
Pancreas,PSN1,Lapatinib,Trametinib,0
Pancreas,SU8686,Lapatinib,Trametinib,1
Pancreas,SUIT-2,Lapatinib,Trametinib,1
Pancreas,SW1990,Lapatinib,Trametinib,1
Pancreas,YAPC,Lapatinib,Trametinib,1
Pancreas,ASPC-1,Taselisib,Trametinib,0
Pancreas,BXPC-3,Taselisib,Trametinib,1
Pancreas,CAPAN-1,Taselisib,Trametinib,1
Pancreas,CAPAN-2,Taselisib,Trametinib,1
Pancreas,CFPAC-1,Taselisib,Trametinib,1
Pancreas,DAN-G,Taselisib,Trametinib,1
Pancreas,HPAC,Taselisib,Trametinib,1
Pancreas,HPAF-II,Taselisib,Trametinib,1
Pancreas,HS-766T,Taselisib,Trametinib,1
Pancreas,HUP-T3,Taselisib,Trametinib,1
Pancreas,HUP-T4,Taselisib,Trametinib,1
Pancreas,KP-1N,Taselisib,Trametinib,1
Pancreas,KP-2,Taselisib,Trametinib,1
Pancreas,KP-3,Taselisib,Trametinib,1
Pancreas,KP-4,Taselisib,Trametinib,1
Pancreas,MIA-PACA-2,Taselisib,Trametinib,1
Pancreas,PA-TU-8902,Taselisib,Trametinib,1
Pancreas,PA-TU-8988T,Taselisib,Trametinib,1
Pancreas,PANC-02-03,Taselisib,Trametinib,1
Pancreas,PANC-03-27,Taselisib,Trametinib,1
Pancreas,PANC-04-03,Taselisib,Trametinib,1
Pancreas,PANC-08-13,Taselisib,Trametinib,1
Pancreas,PANC-10-05,Taselisib,Trametinib,1
Pancreas,PL18,Taselisib,Trametinib,1
Pancreas,PL4,Taselisib,Trametinib,1
Pancreas,PSN1,Taselisib,Trametinib,1
Pancreas,SU8686,Taselisib,Trametinib,1
Pancreas,SUIT-2,Taselisib,Trametinib,1
Pancreas,SW1990,Taselisib,Trametinib,1
Pancreas,YAPC,Taselisib,Trametinib,1
Pancreas,ASPC-1,Lapatinib,Dabrafenib,1
Pancreas,BXPC-3,Lapatinib,Dabrafenib,1
Pancreas,CAPAN-1,Lapatinib,Dabrafenib,1
Pancreas,CAPAN-2,Lapatinib,Dabrafenib,1
Pancreas,CFPAC-1,Lapatinib,Dabrafenib,1
Pancreas,DAN-G,Lapatinib,Dabrafenib,1
Pancreas,HPAC,Lapatinib,Dabrafenib,1
Pancreas,HPAF-II,Lapatinib,Dabrafenib,1
Pancreas,HS-766T,Lapatinib,Dabrafenib,0
Pancreas,HUP-T3,Lapatinib,Dabrafenib,0
Pancreas,HUP-T4,Lapatinib,Dabrafenib,1
Pancreas,KP-1N,Lapatinib,Dabrafenib,0
Pancreas,KP-2,Lapatinib,Dabrafenib,1
Pancreas,KP-3,Lapatinib,Dabrafenib,1
Pancreas,KP-4,Lapatinib,Dabrafenib,0
Pancreas,MIA-PACA-2,Lapatinib,Dabrafenib,1
Pancreas,PA-TU-8902,Lapatinib,Dabrafenib,1
Pancreas,PA-TU-8988T,Lapatinib,Dabrafenib,1
